finding,addr,entry_or_via,glyphs,n,sample
interior-target,0808B94A,0808B726,,,{GIMMEL}は　歩み出ると{n}{=1e03}の{n}スキを突いた！{WAI
interior-target,0808B950,0808B726,,,{GIMMEL}は　歩み出ると{n}{=1e03}の{n}スキを突いた！{WAI
interior-target,0808B98E,0808B726,,,{GIMMEL}は　歩み出ると{n}{=1e03}の{n}スキを突いた！{WAI
interior-target,0808B992,0808B726,,,{GIMMEL}は　歩み出ると{n}{=1e03}の{n}スキを突いた！{WAI
interior-target,0808B99C,0808B726,,,{GIMMEL}は　歩み出ると{n}{=1e03}の{n}スキを突いた！{WAI
interior-target,0808B9F6,0808B726,,,{GIMMEL}は　歩み出ると{n}{=1e03}の{n}スキを突いた！{WAI
interior-target,0808BAE0,0808BAF8,,,相手は退屈そうにしています{n}{WAIT}{PAGE}＞何かやりますか？{=0
interior-target,0808BAE4,0808BAF8,,,相手は退屈そうにしています{n}{WAIT}{PAGE}＞何かやりますか？{=0
interior-target,0808BAF6,0808BAF8,,,相手は退屈そうにしています{n}{WAIT}{PAGE}＞何かやりますか？{=0
interior-target,0808BB4A,0808BAF8,,,相手は退屈そうにしています{n}{WAIT}{PAGE}＞何かやりますか？{=0
interior-target,0808BB76,0808BB78,,,＞何をする？{WAIT}{PAGE}{=1303}{n}￣<BBA4>区｝<BB
interior-target,0808BBB6,0808BBCE,,,高らかに{n}歌声がひびきわたる{=1503}…{=1503}…{=1503}…
interior-target,0808BBC8,0808BBCE,,,高らかに{n}歌声がひびきわたる{=1503}…{=1503}…{=1503}…
interior-target,0808BDF0,0808BE12,,,スキだらけだ！{WAIT}{PAGE}＞攻撃しますか？{=0e03}<BE7A>
interior-target,0808C3E4,0808C34E,,,…{=1503}…{=1503}…{=1503}…{=1503}…{n}{=4c
interior-target,0808C3F6,0808C34E,,,…{=1503}…{=1503}…{=1503}…{=1503}…{n}{=4c
interior-target,0808C424,0808C42A,,,高らかに{n}歌声がひびきわたる{=1503}…{=1503}…{=1503}…
interior-target,0808C4BA,0808C42A,,,高らかに{n}歌声がひびきわたる{=1503}…{=1503}…{=1503}…
interior-target,0808C4D2,0808C42A,,,高らかに{n}歌声がひびきわたる{=1503}…{=1503}…{=1503}…
interior-target,0808D174,0808D194,,,＞どうしますか？{=1303}d<0015><D25A>区<0016><D1BA
interior-target,0808D178,0808D194,,,＞どうしますか？{=1303}d<0015><D25A>区<0016><D1BA
interior-target,0808D190,0808D194,,,＞どうしますか？{=1303}d<0015><D25A>区<0016><D1BA
interior-target,0808D6E0,0808D6C2,,,…{=1503}…{=1503}…{=1503}…{=1503}…{n}{=4c
interior-target,0808D6F6,0808D6C2,,,…{=1503}…{=1503}…{=1503}…{=1503}…{n}{=4c
interior-target,0808D7E8,0808D6C2,,,…{=1503}…{=1503}…{=1503}…{=1503}…{n}{=4c
interior-target,0808D7F8,0808D6C2,,,…{=1503}…{=1503}…{=1503}…{=1503}…{n}{=4c
interior-target,0808D80C,0808D6C2,,,…{=1503}…{=1503}…{=1503}…{=1503}…{n}{=4c
interior-target,0808D85A,0808D6C2,,,…{=1503}…{=1503}…{=1503}…{=1503}…{n}{=4c
interior-target,0808D99E,0808D9BC,,,{GIMMEL}：{n}なんですって！？{WAIT}{n}{PAGE}{GIMM
interior-target,0808DAC0,0808D9BC,,,{GIMMEL}：{n}なんですって！？{WAIT}{n}{PAGE}{GIMM
interior-target,0808DACC,0808D9BC,,,{GIMMEL}：{n}なんですって！？{WAIT}{n}{PAGE}{GIMM
interior-target,0808E744,0808E758,,,眠ってしまった！{=0303}＞{WAIT}{=e603}、{=4704}：<E
interior-target,0808E7DE,0808E804,,,{GIMMEL}：{n}なんですって！？{WAIT}{n}{PAGE}{GIMM
interior-target,0808E7EE,0808E804,,,{GIMMEL}：{n}なんですって！？{WAIT}{n}{PAGE}{GIMM
interior-target,0808E802,0808E804,,,{GIMMEL}：{n}なんですって！？{WAIT}{n}{PAGE}{GIMM
interior-target,0808EFEA,0808F002,,,{ALEPH}が抜いた瞬間{WAIT}{PAGE}{=1e03}の身が{n}ひる
interior-target,0808F000,0808F002,,,{ALEPH}が抜いた瞬間{WAIT}{PAGE}{=1e03}の身が{n}ひる
interior-target,0808F782,0808F784,,,おっと{n}{=1e03}にぶつかった{WAIT}{PAGE}{=ce03}<0
interior-target,0808F974,0808F784,,,おっと{n}{=1e03}にぶつかった{WAIT}{PAGE}{=ce03}<0
interior-target,080A1074,080A1064,,,要玖利玖両玖{=1104}
interior-target,080A1096,080A1064,,,要玖利玖両玖{=1104}
interior-target,080A10BA,080A1064,,,要玖利玖両玖{=1104}
interior-target,080A10FE,080A1112,,,{PAGE}{ALEPH}達は{n}{=2303}EXP手に入れた{WAIT}{
interior-target,080A1108,080A1112,,,{PAGE}{ALEPH}達は{n}{=2303}EXP手に入れた{WAIT}{
interior-target,080A19DE,080A1516,,,コロシアム受付：{n}いらっしゃい{n}コロシアムであなたも{n}ヒーローよ！！
interior-target,080A1A16,080A1A18,,,また来てね！！{WAIT}{PAGE}
interior-target,080A1A2C,080A1A56,,,パーティーバトルはパーティーで{n}勝ち抜いていくモードです{n}{WAIT}{
interior-target,080A1A54,080A1A56,,,パーティーバトルはパーティーで{n}勝ち抜いていくモードです{n}{WAIT}{
interior-target,080A1B5A,080A1A56,,,パーティーバトルはパーティーで{n}勝ち抜いていくモードです{n}{WAIT}{
interior-target,080A1C44,080A1A56,,,パーティーバトルはパーティーで{n}勝ち抜いていくモードです{n}{WAIT}{
interior-target,080A1D70,080A1A56,,,パーティーバトルはパーティーで{n}勝ち抜いていくモードです{n}{WAIT}{
interior-target,080A1D7A,080A1A56,,,パーティーバトルはパーティーで{n}勝ち抜いていくモードです{n}{WAIT}{
interior-target,080A1DE0,080A1A56,,,パーティーバトルはパーティーで{n}勝ち抜いていくモードです{n}{WAIT}{
interior-target,080A1DE4,080A1A56,,,パーティーバトルはパーティーで{n}勝ち抜いていくモードです{n}{WAIT}{
interior-target,080A1DE8,080A1A56,,,パーティーバトルはパーティーで{n}勝ち抜いていくモードです{n}{WAIT}{
interior-target,080A1E1E,080A1E2A,,,Aランク　は　ћ30000{n}いただきます{n}よろしいですか？{n}{=0e
interior-target,080A1E28,080A1E2A,,,Aランク　は　ћ30000{n}いただきます{n}よろしいですか？{n}{=0e
interior-target,080A1EC2,080A1E2A,,,Aランク　は　ћ30000{n}いただきます{n}よろしいですか？{n}{=0e
interior-target,080A1F66,080A1E2A,,,Aランク　は　ћ30000{n}いただきます{n}よろしいですか？{n}{=0e
interior-target,080A1FF6,080A1E2A,,,Aランク　は　ћ30000{n}いただきます{n}よろしいですか？{n}{=0e
interior-target,080A2060,080A1E2A,,,Aランク　は　ћ30000{n}いただきます{n}よろしいですか？{n}{=0e
interior-target,080A21EE,080A1E2A,,,Aランク　は　ћ30000{n}いただきます{n}よろしいですか？{n}{=0e
interior-target,080A23CE,080A1E2A,,,Aランク　は　ћ30000{n}いただきます{n}よろしいですか？{n}{=0e
interior-target,080A24B8,080A1E2A,,,Aランク　は　ћ30000{n}いただきます{n}よろしいですか？{n}{=0e
interior-target,080A257E,080A1E2A,,,Aランク　は　ћ30000{n}いただきます{n}よろしいですか？{n}{=0e
interior-target,080A25DE,080A1E2A,,,Aランク　は　ћ30000{n}いただきます{n}よろしいですか？{n}{=0e
interior-target,080A25F0,080A1E2A,,,Aランク　は　ћ30000{n}いただきます{n}よろしいですか？{n}{=0e
interior-target,080A26F2,080A1E2A,,,Aランク　は　ћ30000{n}いただきます{n}よろしいですか？{n}{=0e
interior-target,080A27E6,080A1E2A,,,Aランク　は　ћ30000{n}いただきます{n}よろしいですか？{n}{=0e
interior-target,080A2902,080A1E2A,,,Aランク　は　ћ30000{n}いただきます{n}よろしいですか？{n}{=0e
interior-target,080A29C0,080A1E2A,,,Aランク　は　ћ30000{n}いただきます{n}よろしいですか？{n}{=0e
interior-target,080A2A8E,080A1E2A,,,Aランク　は　ћ30000{n}いただきます{n}よろしいですか？{n}{=0e
interior-target,080A2B58,080A1E2A,,,Aランク　は　ћ30000{n}いただきます{n}よろしいですか？{n}{=0e
interior-target,080A2BE6,080A1E2A,,,Aランク　は　ћ30000{n}いただきます{n}よろしいですか？{n}{=0e
interior-target,080A2BEC,080A1E2A,,,Aランク　は　ћ30000{n}いただきます{n}よろしいですか？{n}{=0e
interior-target,080A2C4C,080A1E2A,,,Aランク　は　ћ30000{n}いただきます{n}よろしいですか？{n}{=0e
interior-target,080A2DA0,080A1E2A,,,Aランク　は　ћ30000{n}いただきます{n}よろしいですか？{n}{=0e
interior-target,080A2F22,080A1E2A,,,Aランク　は　ћ30000{n}いただきます{n}よろしいですか？{n}{=0e
interior-target,080A301C,080A1E2A,,,Aランク　は　ћ30000{n}いただきます{n}よろしいですか？{n}{=0e
interior-target,080A30DC,080A1E2A,,,Aランク　は　ћ30000{n}いただきます{n}よろしいですか？{n}{=0e
interior-target,080A3134,080A1E2A,,,Aランク　は　ћ30000{n}いただきます{n}よろしいですか？{n}{=0e
interior-target,080A3146,080A1E2A,,,Aランク　は　ћ30000{n}いただきます{n}よろしいですか？{n}{=0e
interior-target,080A3296,080A1E2A,,,Aランク　は　ћ30000{n}いただきます{n}よろしいですか？{n}{=0e
interior-target,080A339C,080A1E2A,,,Aランク　は　ћ30000{n}いただきます{n}よろしいですか？{n}{=0e
interior-target,080A350C,080A1E2A,,,Aランク　は　ћ30000{n}いただきます{n}よろしいですか？{n}{=0e
interior-target,080A35AC,080A1E2A,,,Aランク　は　ћ30000{n}いただきます{n}よろしいですか？{n}{=0e
interior-target,080A361E,080A1E2A,,,Aランク　は　ћ30000{n}いただきます{n}よろしいですか？{n}{=0e
interior-target,080A36D0,080A1E2A,,,Aランク　は　ћ30000{n}いただきます{n}よろしいですか？{n}{=0e
interior-target,080A37A2,080A1E2A,,,Aランク　は　ћ30000{n}いただきます{n}よろしいですか？{n}{=0e
interior-target,080A388A,080A1E2A,,,Aランク　は　ћ30000{n}いただきます{n}よろしいですか？{n}{=0e
interior-target,080A3894,080A1E2A,,,Aランク　は　ћ30000{n}いただきます{n}よろしいですか？{n}{=0e
interior-target,080A3A00,080A1E2A,,,Aランク　は　ћ30000{n}いただきます{n}よろしいですか？{n}{=0e
interior-target,080A3C18,080A1E2A,,,Aランク　は　ћ30000{n}いただきます{n}よろしいですか？{n}{=0e
interior-target,080A3D00,080A1E2A,,,Aランク　は　ћ30000{n}いただきます{n}よろしいですか？{n}{=0e
interior-target,080A3D34,080A1E2A,,,Aランク　は　ћ30000{n}いただきます{n}よろしいですか？{n}{=0e
interior-target,080A3DB8,080A1E2A,,,Aランク　は　ћ30000{n}いただきます{n}よろしいですか？{n}{=0e
interior-target,080A3DBE,080A1E2A,,,Aランク　は　ћ30000{n}いただきます{n}よろしいですか？{n}{=0e
interior-target,080A3E12,080A1E2A,,,Aランク　は　ћ30000{n}いただきます{n}よろしいですか？{n}{=0e
interior-target,080A3F28,080A3F2A,,,司会：{n}んー　残念でしたねー{n}{WAIT}{PAGE}CランクとBランク
interior-target,080A3FF8,080A3FFA,,,司会：{n}おや？　やめてしまうのですか？{n}トイレ休憩？{n}{WAIT}{
interior-target,080A40EC,080A40EE,,,そうですか{n}では　続きをがんばってください{n}{WAIT}{PAGE}{=
interior-target,080A4124,080A40EE,,,そうですか{n}では　続きをがんばってください{n}{WAIT}{PAGE}{=
interior-target,080A4136,080A40EE,,,そうですか{n}では　続きをがんばってください{n}{WAIT}{PAGE}{=
interior-target,080A422E,080A40EE,,,そうですか{n}では　続きをがんばってください{n}{WAIT}{PAGE}{=
interior-target,080A42D6,080A40EE,,,そうですか{n}では　続きをがんばってください{n}{WAIT}{PAGE}{=
interior-target,080A43B2,080A40EE,,,そうですか{n}では　続きをがんばってください{n}{WAIT}{PAGE}{=
interior-target,080A43EA,080A40EE,,,そうですか{n}では　続きをがんばってください{n}{WAIT}{PAGE}{=
interior-target,080A445C,080A40EE,,,そうですか{n}では　続きをがんばってください{n}{WAIT}{PAGE}{=
interior-target,080A4506,080A40EE,,,そうですか{n}では　続きをがんばってください{n}{WAIT}{PAGE}{=
interior-target,080A45B8,080A40EE,,,そうですか{n}では　続きをがんばってください{n}{WAIT}{PAGE}{=
interior-target,080A46A8,080A40EE,,,そうですか{n}では　続きをがんばってください{n}{WAIT}{PAGE}{=
interior-target,080A46D6,080A40EE,,,そうですか{n}では　続きをがんばってください{n}{WAIT}{PAGE}{=
interior-target,080A46FC,080A46FE,,,優勝賞品{n}{=0a03}う{=7903}{=2103}{n}{=0a03}N
interior-target,080A472C,080A472E,,,優勝賞品{n}{=0a03}a{=7903}{=2103}{n}{=0a03}8
interior-target,080A475E,080A4760,,,優勝賞品{n}{=0a03}く{=7903}{=2103}{n}{=0a03}?
interior-target,080A4836,080A4838,,,優勝賞品{n}{=0a03}ぉ{=7903}{=2103}{n}{=0a03}T
interior-target,080A4868,080A486A,,,優勝賞品{n}{=0a03}a{=7903}{=2103}{n}{=0a03}<
interior-target,080A489A,080A489C,,,優勝賞品{n}{=0a03}C{=7903}{=7903}{=2103}{n}{
interior-target,080A4960,080A4962,,,優勝賞品{n}{=0a03}が{=7903}{=2103}{n}{=0a03}?
interior-target,080A49CA,080A49CC,,,優勝賞品{n}{=0a03}<00F7>{=7903}{=2103}{n}{=0
interior-target,080A49FA,080A49FC,,,優勝賞品{n}{=0a03}F{=7903}{=2103}{n}{=0a03}<
interior-target,080A4A90,080A4A92,,,優勝賞品{n}{=0a03}ぅ{=7903}{=2103}{n}{=0a03}a
interior-target,080A4AC2,080A4AC4,,,優勝賞品{n}{=0a03}C{=7903}{=2103}{n}{=0a03}K
interior-target,080A4B36,080A4B38,,,優勝賞品{n}{=0a03}?{=7903}{=7903}{=7903}{=21
interior-target,080A4B6C,080A4B7A,,,優勝賞品{n}{=0a03}￥{=7903}{=2103}{n}{=0a03}い
interior-target,080A4BBC,080A4BBE,,,優勝賞品{n}{=0a03}え{=7903}{=2103}{n}{=0a03}<
interior-target,080A4BEC,080A4BEE,,,優勝賞品{n}{=0a03}<00F7>{=7903}{=2103}{n}{=0
interior-target,080A4C58,080A4C5A,,,優勝賞品{n}{=0a03}E{=7903}{=2103}{n}{=0a03}か
interior-target,080A4CCE,080A4CE2,,,優勝賞品{n}{=0a03}?{=7903}{=7903}{=2103}を手にい
interior-target,080A4CE0,080A4CE2,,,優勝賞品{n}{=0a03}?{=7903}{=7903}{=2103}を手にい
interior-target,080A4D08,080A4D0A,,,優勝賞品{n}{=0a03}<00F8>{=7903}{=2103}{n}{=0
interior-target,080A4D38,080A4D3A,,,優勝賞品{n}{=0a03}<00FB>{=7903}{=2103}{n}{=0
interior-target,080A4F9A,080A4F9C,,,優勝賞品{n}{=0a03}お{=7903}{=2103}{n}{=0a03}K
interior-target,080A4FD0,080A4FD2,,,優勝賞品{n}{=0a03}Q{=7903}{=2103}{n}{=0a03}O
interior-target,080A500C,080A500E,,,優勝賞品{n}{=0a03}?{=7903}{=7903}{=7903}{=79
interior-target,080A5086,080A5094,,,優勝賞品{n}{=0a03}▲{=7903}{=2103}{n}{=0a03}い
interior-target,080A50D6,080A50D8,,,優勝賞品{n}{=0a03}き{=7903}{=2103}{n}{=0a03}C
interior-target,080A5106,080A5108,,,優勝賞品{n}{=0a03}a{=7903}{=2103}{n}{=0a03}R
interior-target,080A5136,080A5138,,,優勝賞品{n}{=0a03}S{=7903}{=2103}{n}{=0a03}<
interior-target,080A51E4,080A51E6,,,司会：{n}いやー残念でした{n}{WAIT}{PAGE}あと少しというところま
interior-target,080A52CE,080A52D0,,,司会：{n}いやー　惜しかったですねぇ{n}{WAIT}{PAGE}シングルバト
interior-target,080A53B6,080A53B8,,,司会：{n}残念でした{n}{WAIT}{PAGE}長丁場の苦しさに{n}耐えら
